Customer ID,network_age,Customer tenure in month,spend_mo12,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,complaint_calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF1444,1097.0,36.57,1078.81,16.38,0.0,1457.3662,757.0,15225.0,9692.0,2.0,2G,2G,Weematel,Uxaa,0.0
ADF1455,148.0,4.93,1100.54,23.61,41.25,602549.9453,334.0,12432.0,16804.0,5.0,2G,2G,PQza,Uxaa,0.0
ADF1460,2542.0,84.73,1111.346,53.37,1.25,1024007.231,466.0,9179.0,7889.0,1.0,2G,2G,PQza,Uxaa,0.0
ADF1461,3048.0,101.6,1113.61,0.6,0.0,46252.5127,678.0,5019.0,539.0,1.0,2G,2G,PQza,Uxaa,0.0
ADF1464,2760.0,92.0,1121.27,5.25,1.25,1972225.73,213.0,14663.0,3201.0,11.0,2G,2G,ToCall,Uxaa,0.0
ADF1471,1678.0,55.93,1140.37,17.94,0.0,1024.8378,776.0,3050.0,11119.0,2.0,2G,2G,ToCall,Uxaa,0.0
ADF1473,4102.0,136.73,1143.9,1.75,0.0,5690.0996,571.0,1745.0,21546.0,1.0,2G,2G,Mango,Uxaa,0.0
ADF1476,1913.0,63.77,1146.21,0.0,0.0,1.04,522.0,4195.0,17316.0,2.0,2G,2G,ToCall,Uxaa,0.0
ADF1479,3097.0,103.23,1152.33,15.75,0.0,124973.1816,510.0,10014.0,14689.0,11.0,2G,2G,Uxaa,Uxaa,0.0
ADF1480,1872.0,62.4,1154.802,12.35,25.0,27260.4551,539.0,21012.0,35298.0,1.0,2G,3G,Mango,Uxaa,0.0
ADF1486,630.0,21.0,1166.56,6.53,35.0,163234.29,571.0,3036.0,8571.0,2.0,2G,2G,Weematel,Uxaa,0.0
ADF1507,4038.0,134.6,1222.93,13.63,0.0,274207.4853,732.0,0.0,2752.0,1.0,2G,2G,PQza,Uxaa,0.0
ADF1510,2159.0,71.97,1229.14,57.46,0.0,170993.0713,659.0,348.0,1629.0,5.0,2G,2G,ToCall,Uxaa,0.0
ADF1514,3621.0,120.7,1235.29,45.35,0.0,857.1758,561.0,900.0,6193.0,2.0,2G,2G,0,Uxaa,0.0
ADF1516,3691.0,123.03,1245.89,44.74,7.13,1137.2705,636.0,14665.0,8125.0,2.0,2G,2G,PQza,Uxaa,0.0
ADF1522,463.0,15.43,1260.0544,14.02,343.75,1903109.87,46.0,372.0,788.0,2.0,2G,2G,Weematel,Uxaa,0.0
ADF1550,110.0,3.67,13.85,0.01,10.0,693.2861,3.0,240.0,120.0,3.0,2G,2G,Uxaa,Uxaa,1.0
ADF1551,91.0,3.03,15.92,0.0,0.0,30.2803,2.0,348.0,0.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1552,3441.0,114.7,16.122,1.75,8.75,271.1836,13.0,120.0,179.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1558,659.0,21.97,30.534,8.92,1.25,2.0215,33.0,288.0,1246.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1565,1836.0,61.2,41.08,11.96,2.5,72.835,12.0,60.0,1920.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1568,1324.0,44.13,43.63,0.01,5.0,13.1807,35.0,366.0,374.0,1.0,2G,3G,Uxaa,Uxaa,1.0
ADF1569,185.0,6.17,43.92,7.17,0.0,5275.4639,10.0,24.0,1548.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1571,2032.0,67.73,49.06,18.48,0.0,13.6904,4.0,102.0,537.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1573,2348.0,78.27,52.672,4.1,13.75,104.8828,56.0,660.0,0.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1574,3667.0,122.23,54.8204,20.23,0.0,15595.75,53.0,540.0,1209.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1575,2285.0,76.17,59.2024,0.0,32.5,519.3096,33.0,360.0,611.0,3.0,2G,2G,PQza,Uxaa,1.0
ADF1577,1532.0,51.07,60.064,0.01,0.0,3.2871,82.0,3024.0,2310.0,2.0,2G,2G,PQza,Uxaa,1.0
ADF1580,2122.0,70.73,64.43,0.12,26.25,450370.3086,48.0,618.0,580.0,3.0,2G,3G,PQza,Uxaa,1.0
ADF1584,1433.0,47.77,70.27,1.75,0.0,4945.584,16.0,1304.0,1649.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1586,803.0,26.77,71.614,16.27,0.0,2583.5283,2.0,358.0,0.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1587,2261.0,75.37,72.616,13.7,1.25,58.3242,8.0,335.0,0.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1599,1042.0,34.73,86.89,23.26,5.0,3.9551,11.0,3816.0,444.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1600,3837.0,127.9,87.596,26.29,2.5,12.6611,28.0,1949.0,895.0,2.0,2G,3G,PQza,Uxaa,1.0
ADF1608,107.0,3.57,104.91,29.75,0.0,669.2129,27.0,2724.0,2244.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1609,1967.0,65.57,107.642,26.29,0.0,51557.2988,25.0,3507.0,705.0,1.0,2G,3G,PQza,Uxaa,1.0
ADF1610,3813.0,127.1,107.894,19.12,26.25,7904.5889,60.0,263.0,24.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1618,2083.0,69.43,126.918,0.0,1.25,0.1016,229.0,5955.0,521.0,2.0,2G,2G,Mango,Uxaa,1.0
ADF1619,1316.0,43.87,127.79,43.02,17.5,669.8418,9.0,60.0,788.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1622,111.0,3.7,129.4,0.0,40.0,27605.7383,36.0,3941.0,2629.0,5.0,2G,3G,Uxaa,Uxaa,1.0
ADF1627,1866.0,62.2,139.82,14.81,6.25,15420.0967,41.0,1556.0,3312.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1633,1059.0,35.3,149.1424,16.56,12.5,126593.5254,90.0,852.0,3789.0,1.0,2G,2G,PQza,Uxaa,1.0
ADF1636,200.0,6.67,154.11,26.9,1.25,8.5322,92.0,1458.0,6832.0,2.0,2G,2G,Weematel,Uxaa,1.0
ADF1637,224.0,7.47,157.1348,10.5,11.25,9.7246,132.0,1344.0,5637.0,3.0,2G,2G,Uxaa,Uxaa,1.0
ADF1640,525.0,17.5,170.04,31.2,23.75,77788.874,82.0,708.0,4982.0,7.0,2G,2G,Mango,Uxaa,1.0
ADF1642,1908.0,63.6,171.05,44.75,27.5,1593.4805,19.0,1124.0,967.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1646,1316.0,43.87,181.36,31.63,0.0,32.9824,14.0,13608.0,767.0,2.0,2G,2G,Uxaa,Uxaa,1.0
ADF1647,1280.0,42.67,187.7508,0.0,67.5,1754292.925,127.0,36.0,3208.0,1.0,2G,2G,Weematel,Uxaa,1.0
ADF1648,1110.0,37.0,191.106,11.97,0.0,20623.2764,336.0,6822.0,0.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1652,2187.0,72.9,192.592,25.65,21.25,4867.9609,74.0,6876.0,3628.0,1.0,2G,3G,Mango,Uxaa,1.0
ADF1653,106.0,3.53,193.34,3.5,1.25,758816.5312,50.0,9504.0,4675.0,2.0,2G,3G,Zintel,Uxaa,1.0
ADF1659,1477.0,49.23,207.4608,28.87,2.5,17646.5743,528.0,10008.0,2771.0,1.0,2G,2G,ToCall,Uxaa,1.0
ADF1660,4047.0,134.9,211.084,33.05,0.0,3122.2002,265.0,1308.0,10036.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1662,227.0,7.57,219.904,33.75,3.75,35845.0654,55.0,858.0,7990.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1664,436.0,14.53,224.592,10.11,1.25,10.3213,14.0,1279.0,1924.0,1.0,2G,2G,ToCall,Uxaa,1.0
ADF1666,1510.0,50.33,615.73,5.98,72.5,2076039.626,112.0,0.0,716.0,2.0,2G,3G,PQza,Uxaa,1.0
ADF1669,288.0,9.6,631.534,65.83,3.75,95146.5557,172.0,9395.0,9656.0,1.0,2G,2G,Zintel,Uxaa,1.0
ADF1671,2699.0,89.97,642.05,1.75,0.0,208701.9014,800.0,239.0,537.0,1.0,2G,2G,ToCall,Uxaa,1.0
ADF1672,3850.0,128.33,650.4308,14.34,1.25,19.5117,122.0,23007.0,21811.0,1.0,2G,2G,ToCall,Uxaa,1.0
ADF1675,1534.0,51.13,691.232,0.0,1.25,4451.5489,251.0,30445.0,5130.0,2.0,2G,3G,Mango,Uxaa,1.0
ADF1679,827.0,27.57,723.748,20.31,22.5,43013.333,801.0,6638.0,3286.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1682,168.0,5.6,738.564,25.65,0.0,49.0908,582.0,0.0,1977.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1689,187.0,6.23,770.6644,1.75,6.25,44769.9404,333.0,9480.0,4249.0,2.0,2G,2G,ToCall,Uxaa,1.0
ADF1693,4631.0,154.37,798.8424,34.83,6.25,256.0918,463.0,4338.0,14615.0,1.0,2G,2G,ToCall,Uxaa,1.0
ADF1699,938.0,31.27,831.59,6.48,188.48,1314517.2,18.0,2268.0,1467.0,3.0,2G,2G,Uxaa,Uxaa,1.0
ADF1703,128.0,4.27,860.53,89.95,0.0,101.5117,107.0,41184.0,11559.0,3.0,2G,2G,Weematel,Uxaa,1.0
ADF1706,1691.0,56.37,886.4432,55.22,11.25,355675.6787,395.0,1811.0,16222.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1716,4084.0,136.13,928.83,137.12,0.0,17.916,197.0,2666.0,23981.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1722,984.0,32.8,964.4128,59.41,11.25,126.918,233.0,18048.0,21612.0,1.0,2G,2G,Zintel,Uxaa,1.0
ADF1733,429.0,14.3,995.16,72.56,0.0,1.6973,199.0,28218.0,50123.0,1.0,2G,3G,PQza,Uxaa,1.0
ADF1737,579.0,19.3,1020.7932,82.35,63.75,23957.9805,189.0,16452.0,31707.0,2.0,2G,2G,Mango,Uxaa,1.0
ADF1738,157.0,5.23,1031.2108,57.62,121.25,3274262.34,139.0,9732.0,11445.0,4.0,2G,3G,Uxaa,Uxaa,1.0
ADF1741,2587.0,86.23,1062.108,61.92,0.0,32.7051,471.0,30142.0,26616.0,1.0,2G,2G,Weematel,Uxaa,1.0
ADF1761,2576.0,85.87,1222.2204,41.85,131.25,353759.3291,98.0,18635.0,34804.0,3.0,2G,2G,ToCall,Uxaa,1.0
ADF1768,1243.0,41.43,1256.25,218.74,246.25,16262.5264,84.0,31482.0,7761.0,3.0,2G,2G,PQza,Uxaa,1.0
ADF1770,793.0,26.43,1274.08,18.09,31.25,9882732.086,325.0,7635.0,37441.0,1.0,2G,2G,Zintel,Uxaa,1.0
ADF1789,1106.0,36.87,1382.1984,5.98,0.0,774782.8448,805.0,1434.0,0.0,3.0,2G,3G,Zintel,Uxaa,1.0
ADF1790,240.0,8.0,1383.9244,147.9,27.5,39738.3574,207.0,6792.0,49576.0,1.0,2G,2G,PQza,Uxaa,1.0
ADF1792,2073.0,69.1,1404.1496,174.45,27.5,2531.7246,389.0,14584.0,77299.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1801,155.0,5.17,1522.614,348.02,1.25,5.0078,290.0,20568.0,74948.0,1.0,2G,2G,PQza,Uxaa,1.0
ADF1807,4742.0,158.07,1661.1492,57.62,77.5,4307.1953,216.0,16650.0,76213.0,1.0,2G,2G,Weematel,Uxaa,1.0
ADF1819,2267.0,75.57,1881.106,8.93,17.5,481.8535,539.0,85260.0,40793.0,1.0,2G,2G,Uxaa,Uxaa,1.0
ADF1825,431.0,14.37,2127.9144,79.49,62.5,1308236.473,779.0,7866.0,79394.0,2.0,2G,3G,0,Uxaa,1.0
ADF1837,1168.0,38.93,2833.12,39.45,0.0,863.1045,873.0,0.0,44159.0,1.0,2G,2G,Mango,Uxaa,1.0
ADF1840,1119.0,37.3,3124.0716,3.5,1.25,26.1445,787.0,2900.0,196908.0,3.0,2G,2G,PQza,Uxaa,1.0
ADF1842,1668.0,55.6,3324.68,116.54,638.75,2416132.183,425.0,31716.0,74031.0,1.0,2G,3G,Uxaa,Uxaa,1.0
ADF1886,829.0,27.63,778.2264,8.75,251.25,392048.3506,12.0,311.0,4019.0,2.0,2G,2G,Weematel,Weematel,0.0
ADF1889,5181.0,172.7,1034.29,1.75,1.25,1354.7891,15.0,741.0,5414.0,2.0,2G,2G,0,Weematel,0.0
ADF1891,2630.0,87.67,1243.11,35.9,220.0,1078971.132,144.0,8220.0,40867.0,1.0,2G,3G,Uxaa,Weematel,0.0
ADF1897,102.0,3.4,74.448,16.73,0.0,23653.7109,13.0,912.0,2376.0,1.0,2G,2G,ToCall,Weematel,1.0
ADF1900,129.0,4.3,105.762,7.17,0.0,4.5273,34.0,0.0,8400.0,1.0,2G,2G,Weematel,Weematel,1.0
ADF1910,1822.0,60.73,1004.2796,21.38,8.75,144950.4023,241.0,10255.0,56951.0,1.0,2G,3G,PQza,Weematel,1.0
ADF1921,3888.0,129.6,1841.69,99.49,282.5,977056.7783,169.0,11973.0,64206.0,1.0,2G,2G,Zintel,Weematel,1.0
ADF1924,153.0,5.1,2500.2664,86.61,881.25,167937.0596,279.0,5124.0,60741.0,3.0,2G,2G,Zintel,Weematel,1.0
ADF1926,944.0,31.47,2940.18,169.37,6.25,143.9502,708.0,18288.0,207584.0,3.0,2G,2G,Mango,Weematel,1.0
ADF1957,1002.0,33.4,272.262,12.24,5.0,170561.3701,25.0,2572.0,1657.0,1.0,2G,2G,Uxaa,Zintel,0.0
ADF1960,2292.0,76.4,545.042,6.49,50.0,481967.3311,32.0,753.0,10720.0,1.0,2G,2G,Zintel,Zintel,0.0
ADF1964,177.0,5.9,956.7264,10.5,11.25,2258.7432,229.0,62690.0,12643.0,1.0,2G,2G,ToCall,Zintel,0.0
ADF1970,2271.0,75.7,4642.33,5.25,1.25,0.7559,1470.0,6199.0,186886.0,1.0,2G,2G,Zintel,Zintel,0.0
ADF1980,1307.0,43.57,141.838,0.0,30.0,882.1299,24.0,2665.0,4051.0,1.0,2G,2G,Mango,Zintel,1.0
ADF1981,136.0,4.53,146.766,4.1,32.5,2268.7032,21.0,2292.0,1361.0,1.0,2G,2G,PQza,Zintel,1.0
ADF1983,615.0,20.5,164.74,49.39,22.5,535548.8135,15.0,108.0,1362.0,1.0,2G,2G,Mango,Zintel,1.0
ADF1984,1128.0,37.6,174.47,1.75,10.0,126522.1094,8.0,0.0,3298.0,1.0,2G,2G,ToCall,Zintel,1.0
ADF1989,580.0,19.33,653.5,43.75,67.5,15981.833,104.0,1506.0,34791.0,1.0,2G,3G,Mango,Zintel,1.0
ADF1992,150.0,5.0,866.596,58.77,130.0,12076.6484,117.0,5856.0,15175.0,1.0,2G,2G,Zintel,Zintel,1.0
ADF1996,1458.0,48.6,1449.87,0.0,20.0,8781531.688,170.0,4104.0,77050.0,1.0,2G,2G,Zintel,Zintel,1.0
ADF1999,125.0,4.17,2138.6992,1.75,41.25,9014.9473,25.0,228.0,5236.0,1.0,2G,2G,ToCall,Zintel,1.0
ADF0040,1342.0,44.73,76.92,11.96,1.25,7.5146,5.0,251.0,1004.0,2.0,3G,3G,Zintel,Mango,0.0
ADF0043,425.0,14.17,188.4484,0.0,53.75,15905941.53,4.0,114.0,1594.0,1.0,3G,3G,PQza,Mango,0.0
ADF0044,698.0,23.27,197.326,0.0,93.31,85248.3574,8.0,1372.0,632.0,4.0,3G,3G,Mango,Mango,0.0
ADF0046,261.0,8.7,219.65,5.98,48.75,343736.752,26.0,228.0,5008.0,1.0,3G,3G,Uxaa,Mango,0.0
ADF0048,1144.0,38.13,291.03,18.31,1.25,26.0684,46.0,2714.0,8978.0,1.0,3G,3G,Zintel,Mango,0.0
ADF0050,1014.0,33.8,317.618,11.96,0.0,1759.0693,333.0,3516.0,11525.0,1.0,3G,3G,PQza,Mango,0.0
ADF0052,4869.0,162.3,400.0004,40.24,25.0,560.1455,38.0,3167.0,12464.0,5.0,3G,3G,Weematel,Mango,0.0
ADF0054,2241.0,74.7,429.25,23.48,87.5,26957.125,36.0,4222.0,21625.0,4.0,3G,3G,Uxaa,Mango,0.0
ADF0055,966.0,32.2,433.328,0.01,80.0,8858228.871,35.0,630.0,4282.0,1.0,3G,3G,Uxaa,Mango,0.0
ADF0056,885.0,29.5,457.2504,8.33,13.75,18400.9336,45.0,0.0,16422.0,1.0,3G,3G,Weematel,Mango,0.0
ADF0057,6.0,0.2,468.4244,31.64,20.0,2772.2129,73.0,3504.0,19404.0,2.0,3G,3G,Mango,Mango,0.0
ADF0058,1698.0,56.6,470.5904,38.23,5.0,49852.2002,66.0,10828.0,16182.0,1.0,3G,3G,Zintel,Mango,0.0
ADF0061,3638.0,121.27,573.2108,34.04,33.75,22440958.85,52.0,216.0,4893.0,1.0,3G,3G,Mango,Mango,0.0
ADF0062,155.0,5.17,609.864,4.1,102.5,44579175.13,64.0,1524.0,9262.0,1.0,3G,3G,Zintel,Mango,0.0
ADF0064,3213.0,107.1,749.94,23.61,47.5,890776.1983,75.0,1908.0,17937.0,2.0,3G,3G,Mango,Mango,0.0
ADF0067,2898.0,96.6,981.85,0.0,0.0,43002.6015,87.0,0.0,7298.0,2.0,3G,3G,Mango,Mango,0.0
ADF0069,1326.0,44.2,3658.94,31.35,41.25,22332.0303,1059.0,13920.0,171215.0,1.0,3G,3G,PQza,Mango,0.0
ADF0070,508.0,16.93,6698.9676,22.75,107.5,980645.2842,1378.0,42894.0,330409.0,3.0,3G,3G,Mango,Mango,0.0
ADF0074,2292.0,76.4,38.972,19.38,2.5,422.5977,4.0,0.0,1171.0,1.0,3G,3G,Mango,Mango,1.0
ADF0075,2626.0,87.53,41.23,1.75,0.0,45.5547,6.0,228.0,586.0,8.0,3G,3G,Mango,Mango,1.0
ADF0076,1390.0,46.33,44.77,12.82,0.0,42.6963,50.0,228.0,983.0,2.0,3G,3G,Mango,Mango,1.0
ADF0084,1461.0,48.7,116.708,43.49,1.25,21.0059,16.0,1745.0,3561.0,1.0,3G,3G,PQza,Mango,1.0
ADF0089,130.0,4.33,141.01,6.0,3.75,5001.0449,28.0,360.0,10852.0,1.0,3G,2G,Weematel,Mango,1.0
ADF0093,1706.0,56.87,158.016,48.22,1.25,98.5938,22.0,1781.0,5175.0,1.0,3G,3G,PQza,Mango,1.0
ADF0097,1353.0,45.1,179.564,12.43,25.0,3515.5859,22.0,741.0,6382.0,1.0,3G,3G,ToCall,Mango,1.0
ADF0100,195.0,6.5,203.91,0.0,10.0,496.4434,50.0,9384.0,1955.0,1.0,3G,3G,Uxaa,Mango,1.0
ADF0102,1319.0,43.97,629.43,0.62,40.0,6246910.872,72.0,300.0,10991.0,2.0,3G,3G,Mango,Mango,1.0
ADF0103,1309.0,43.63,642.8,22.62,3.75,246.6484,56.0,9843.0,24440.0,1.0,3G,3G,Mango,Mango,1.0
ADF0110,643.0,21.43,720.944,137.27,18.75,2423.5811,141.0,5080.0,21156.0,1.0,3G,3G,ToCall,Mango,1.0
ADF0111,818.0,27.27,749.874,59.97,5.0,922078.9111,36.0,3378.0,24381.0,1.0,3G,3G,Zintel,Mango,1.0
ADF0112,2086.0,69.53,771.0304,31.6,5.0,875100.6367,222.0,7051.0,47468.0,1.0,3G,3G,Weematel,Mango,1.0
ADF0114,1388.0,46.27,780.4768,76.56,18.75,13467.8398,76.0,2488.0,32545.0,1.0,3G,3G,ToCall,Mango,1.0
ADF0117,2585.0,86.17,897.284,19.59,137.5,2229748.695,105.0,16902.0,10540.0,1.0,3G,3G,Mango,Mango,1.0
ADF0118,3274.0,109.13,1018.508,146.53,23.75,6639.9375,141.0,10267.0,43729.0,2.0,3G,3G,Uxaa,Mango,1.0
ADF0119,133.0,4.43,1108.4956,118.75,56.25,928206.748,189.0,2964.0,15151.0,6.0,3G,2G,Uxaa,Mango,1.0
ADF0121,634.0,21.13,1154.6904,9.56,325.0,1132914.542,48.0,992.0,17843.0,1.0,3G,3G,Weematel,Mango,1.0
ADF0124,274.0,9.13,1215.53,75.0,75.0,4970152.598,72.0,5532.0,5637.0,2.0,3G,3G,PQza,Mango,1.0
ADF0126,2053.0,68.43,1309.0804,13.29,48.75,1392.9424,328.0,8208.0,92247.0,1.0,3G,3G,Uxaa,Mango,1.0
ADF0128,322.0,10.73,1321.516,23.19,7.5,2603045.233,39.0,0.0,9611.0,1.0,3G,3G,ToCall,Mango,1.0
ADF0129,1813.0,60.43,1410.868,13.7,41.25,4691.7998,244.0,3351.0,100896.0,1.0,3G,3G,Zintel,Mango,1.0
ADF0130,220.0,7.33,1574.16,10.5,307.5,11546200.34,111.0,396.0,36552.0,8.0,3G,3G,PQza,Mango,1.0
ADF0133,373.0,12.43,2083.97,46.91,476.25,1456032.609,215.0,16290.0,66527.0,1.0,3G,3G,PQza,Mango,1.0
ADF0134,2245.0,74.83,2761.8,26.7,213.75,1276707.515,76.0,9179.0,33008.0,1.0,3G,3G,0,Mango,1.0
ADF0136,508.0,16.93,3690.83,40.06,462.5,2626969.215,857.0,0.0,171947.0,1.0,3G,3G,0,Mango,1.0
ADF0254,1585.0,52.83,4.91,0.0,0.0,25706.25,5.0,24.0,467.0,1.0,3G,3G,PQza,PQza,0.0
ADF0258,2495.0,83.17,85.61,1.24,31.25,74275.2901,5.0,0.0,1350.0,3.0,3G,3G,PQza,PQza,0.0
ADF0260,191.0,6.37,96.72,0.0,20.0,311388.7041,2.0,0.0,358.0,11.0,3G,3G,PQza,PQza,0.0
ADF0264,960.0,32.0,125.15,1.75,21.25,12096.7159,22.0,108.0,2625.0,1.0,3G,3G,Uxaa,PQza,0.0
ADF0265,1649.0,54.97,129.6908,0.01,27.5,484796.5537,18.0,526.0,537.0,1.0,3G,3G,0,PQza,0.0
ADF0270,472.0,15.73,174.32,5.25,37.5,310023.6357,12.0,228.0,3097.0,1.0,3G,3G,Uxaa,PQza,0.0
ADF0271,137.0,4.57,179.54,0.0,6.25,714382.6855,22.0,1164.0,2773.0,1.0,3G,3G,PQza,PQza,0.0
ADF0277,3804.0,126.8,230.53,12.25,8.75,312.6758,41.0,8856.0,9321.0,2.0,3G,2G,PQza,PQza,0.0
ADF0278,1751.0,58.37,233.952,13.12,15.0,38616.0938,45.0,1494.0,10156.0,1.0,3G,3G,Weematel,PQza,0.0
ADF0280,569.0,18.97,236.6284,18.48,20.0,9040.2402,52.0,6786.0,8545.0,3.0,3G,3G,PQza,PQza,0.0
ADF0282,2284.0,76.13,261.7852,5.57,11.25,702.9053,73.0,1579.0,4722.0,2.0,3G,3G,Uxaa,PQza,0.0
ADF0284,504.0,16.8,276.74,42.0,20.0,339997.5273,17.0,318.0,2752.0,1.0,3G,3G,Weematel,PQza,0.0
ADF0286,164.0,5.47,280.08,1.75,61.25,172211.9473,22.0,324.0,4545.0,1.0,3G,3G,Uxaa,PQza,0.0
ADF0287,143.0,4.77,290.602,3.5,70.0,8596182.165,10.0,120.0,2033.0,2.0,3G,3G,PQza,PQza,0.0
ADF0292,851.0,28.37,314.76,52.25,53.75,121679.9102,17.0,1095.0,2301.0,2.0,3G,3G,PQza,PQza,0.0
ADF0294,215.0,7.17,316.06,12.25,91.25,20587154.08,3.0,114.0,358.0,1.0,3G,3G,PQza,PQza,0.0
ADF0295,127.0,4.23,326.858,1.75,85.0,11379472.08,5.0,0.0,777.0,11.0,3G,3G,Mango,PQza,0.0
ADF0298,3609.0,120.3,334.31,0.0,83.75,801397.2559,15.0,1482.0,7696.0,1.0,3G,3G,Uxaa,PQza,0.0
ADF0301,250.0,8.33,385.7884,0.0,136.25,543844.5078,8.0,0.0,1432.0,1.0,3G,3G,0,PQza,0.0
ADF0302,872.0,29.07,388.5292,8.75,40.0,272055.3193,9.0,1024.0,608.0,1.0,3G,3G,Uxaa,PQza,0.0
ADF0305,931.0,31.03,406.38,1.75,100.0,4314.3526,20.0,318.0,3743.0,1.0,3G,3G,Zintel,PQza,0.0
ADF0306,714.0,23.8,417.2188,18.97,31.25,91833.8486,31.0,744.0,5891.0,1.0,3G,3G,PQza,PQza,0.0
ADF0307,1552.0,51.73,422.11,14.6,68.75,20415.502,15.0,980.0,4409.0,1.0,3G,3G,ToCall,PQza,0.0
ADF0310,135.0,4.5,434.558,3.5,123.75,3119066.825,15.0,804.0,1969.0,1.0,3G,3G,PQza,PQza,0.0
ADF0311,2812.0,93.73,440.5016,6.72,77.5,946863.3144,41.0,2152.0,4790.0,8.0,3G,3G,Weematel,PQza,0.0
ADF0314,1845.0,61.5,476.44,19.85,0.0,86713.3955,5.0,490.0,179.0,1.0,3G,3G,PQza,PQza,0.0
ADF0315,3671.0,122.37,476.97,19.16,183.75,466197.4561,21.0,992.0,4299.0,1.0,3G,3G,Zintel,PQza,0.0
ADF0316,418.0,13.93,480.366,1.75,52.5,23627590.98,3.0,0.0,509.0,1.0,3G,3G,PQza,PQza,0.0
ADF0318,233.0,7.77,488.0884,0.0,82.5,99456402.05,17.0,798.0,2049.0,1.0,3G,3G,PQza,PQza,0.0
ADF0319,2539.0,84.63,505.88,8.75,1.25,3.6846,1156.0,24804.0,8102.0,1.0,3G,3G,0,PQza,0.0
ADF0324,1827.0,60.9,580.09,0.0,135.0,9873736.892,3.0,0.0,191.0,2.0,3G,3G,PQza,PQza,0.0
ADF0325,257.0,8.57,580.1016,7.0,110.0,32422253.71,32.0,954.0,5601.0,6.0,3G,3G,Zintel,PQza,0.0
ADF0326,134.0,4.47,587.1888,4.37,98.75,12526704.7,43.0,24.0,17862.0,1.0,3G,3G,Mango,PQza,0.0
ADF0327,4157.0,138.57,678.6248,5.25,73.75,11958959.19,44.0,620.0,8007.0,1.0,3G,3G,PQza,PQza,0.0
ADF0329,2383.0,79.43,723.69,0.0,0.0,422807.1201,157.0,0.0,0.0,3.0,3G,3G,Zintel,PQza,0.0
ADF0334,577.0,19.23,832.48,97.04,126.25,4214737.323,3.0,0.0,179.0,1.0,3G,3G,PQza,PQza,0.0
ADF0335,151.0,5.03,899.6324,4.7,148.75,39960102.3,33.0,168.0,3921.0,1.0,3G,3G,Mango,PQza,0.0
ADF0336,433.0,14.43,1055.466,0.01,1.25,233628.2148,317.0,0.0,2186.0,2.0,3G,3G,PQza,PQza,0.0
ADF0337,144.0,4.8,1071.582,10.5,228.75,5393514.878,19.0,0.0,4038.0,1.0,3G,3G,PQza,PQza,0.0
ADF0338,1439.0,47.97,1080.62,15.75,10.0,2591950.424,166.0,0.0,358.0,2.0,3G,3G,Uxaa,PQza,0.0
ADF0342,3811.0,127.03,1190.2564,3.5,13.75,170499.4209,269.0,726.0,24717.0,6.0,3G,3G,PQza,PQza,0.0
ADF0346,609.0,20.3,12.55,4.78,0.0,1056.668,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0349,103.0,3.43,15.532,4.78,1.25,64.0,2.0,0.0,358.0,1.0,3G,2G,PQza,PQza,1.0
ADF0357,670.0,22.33,21.76,0.0,0.0,3059.6924,9.0,502.0,0.0,5.0,3G,3G,Uxaa,PQza,1.0
ADF0358,1651.0,55.03,23.01,7.17,6.25,24.1104,7.0,570.0,293.0,1.0,3G,2G,PQza,PQza,1.0
ADF0359,172.0,5.73,23.692,13.7,1.25,79.1143,2.0,0.0,515.0,1.0,3G,3G,PQza,PQza,1.0
ADF0361,1317.0,43.9,24.906,11.95,3.75,32.9023,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
